ks_stat,ks_pvalue,wasserstein,feature,fold
0.0371733032045618,0.9019844675275693,6.563729111442655,text_component_count,1
0.024660744063021104,0.9985608952838787,8.124410614685745,text_component_count,2
0.05292650606176483,0.532500286635766,11.66659692210012,text_component_count,3
0.029174573055028463,0.9872404629707158,5.069935598872981,text_component_count,4
0.028737484038046136,0.9889251386798302,5.923513897342268,text_component_count,5
0.028503882848368096,0.9902589934596434,1.2779864237745082,qr_seal_score,0
0.029199318239977595,0.9874801021577337,1.7154379985606598,qr_seal_score,1
0.04298200218503824,0.778568653486926,3.523654960951761,qr_seal_score,2
0.062255443082421244,0.3309662997168207,4.772017938814703,qr_seal_score,3
0.037447530331780804,0.8954593269890948,1.905408357418826,qr_seal_score,4
0.04082202570620458,0.8264552996657457,2.5190910558529436,qr_seal_score,5
0.048722592189089545,0.63724525958644,0.19478906560344328,jpeg_blockiness,0
0.05224010313310254,0.5515277340868662,0.20674972257503332,jpeg_blockiness,1
0.07899919498591225,0.11177063833837689,0.32301998203632626,jpeg_blockiness,2
0.0552617465482452,0.47757618921918993,0.2273247535380569,jpeg_blockiness,3
0.037375654073946295,0.8967494095650179,0.1865709615696407,jpeg_blockiness,4
0.04704927619252205,0.6760365752110907,0.2055059978548035,jpeg_blockiness,5
0.05686346659355512,0.4407604105770196,0.005986614718094822,bytes_per_pixel,0
0.06240373519513691,0.33002578606702754,0.007243883223419879,bytes_per_pixel,1
0.07001466275659823,0.20623336315293497,0.011065480064507785,bytes_per_pixel,2
0.04348453474361657,0.7677345549178372,0.007730145482566021,bytes_per_pixel,3
0.045979242136737396,0.7044831710085983,0.00631590143139685,bytes_per_pixel,4
0.07603737782392324,0.13673993475217733,0.008204293383484492,bytes_per_pixel,5
